"","text","country","source"
"1207","happy canada day!  as a proud canadian born company, we are celebrating with up to 25% off for you! prices as marked and get the als until midnight pdt today only!  #ohcanada ///tokh3zqgcz","","Instagram"
"1208","happy canada day thanks to all of my colleagues who are working today to keep canadians healthy and safe in our (albeit imperfect) but universal health care system!#freehealthcare #ohcanada","","Twitter Web Client"
"1209","#truorth happy birthday canada! true north, strong and free #ohcanada #canadaday #truorth #strongandfree #westandonguardforthee #longweekd #patriotic #canadaeh #canadian #canadiangirl #mapleleaf # # ///g9zlynhpp9","","Instagram"
"1210","happy canada day from #mazzocatomaple!  #ohcanada #proudtobecanadian #maplesyrup #canadaday2019 ///itzq3ew0rc","","Hootsuite Inc."
"1211","meanwhile in canada #lol #funnymemes #haha #canadaday #july1st #besuntryintheworld #celebration #happybirthday #ohcanada #love #ottawa #ottcity #ottawalife #myottawa ///eoidsan0ug","","Hootsuite Inc."
"1212","honouring those who protect our rights and freedoms #ohcanada #military #pri #inclusive #rights #freedoms #respect #fall ///m82s4iuqfe","","Hootsuite Inc."
"1213","from coast to coast to coast, let`s celebrate canada day in the canadian way strong &; free!happy canada day!#ohcanada ///ltls8utpwo","","Hootsuite Inc."
"1214","happy canada day! our shopping ctre will be op from 1100am - 500pm  #roots #ohcanada ///6mwhccwwz8","","Hootsuite Inc."
"1215","happy canada day! #ohcanada #canadaday ///hqxg3ku9ey","","Buffer"
"1216","happy canada day! everyone have a great and safe long weekd! #happycanadaday #ohcanada #bdnmb #manitoba ///o8ebjdxufu","","Hootsuite Inc."
"1217","happy canada day!!!  have fun and joy the sun!///jdhhzrdwlr #july1 #ohcanada #longweekd","","Hootsuite Inc."
"1218","happy canada day!  #ohcanada #happycanadaday #bestpceonearth ///jdsjfxxmqs","","Twitter for iPhone"
"1219","have a fantastic canada day weekd!! #happycanadadayweekd #happycanadaday #ohcanada @1013koolfm @953boom ///bsb5vpmmy6","","Twitter for iPhone"
"1220","theres a lot to be proud of as a canadian weve come a long way in becoming the country we are today here are five cool facts about canada ///u2bxfbviuv#ohcanada #canadaday #vancouver ///9pyohx1ope","","Hootsuite Inc."
"1221","oh, canada! take up to 60% off select styles at @michaelkors plus, this week only, get an extra 10% off*  #michaelkors #canadaday #ohcanada #vancouver #oakridgegram ///pnkngkeyww","","Hootsuite Inc."
"1222","celebrate canada day with @coach! receive an additional 20% off* on sale items from june 27  july 1 #coach #canadaday #ohcanada #summer #vancouver ///uvnx4iq1ce","","Hootsuite Inc."
"1223","our go-to summer drink this canada day long weekd #keepcool @blzcoffee #canadaday #ohcanada #vancouver #oakridgegram ///utom3srn9j","","Hootsuite Inc."
"1224","oh, canada we are op today from 11am - 6pm have a safe and happy canada day!#ohcanada #canadaday #oakridgectre #vancouver ///iniqk3jksi","","Hootsuite Inc."
"1225","happy canada day to all of our lovely canadian frids!  heres to the 152nd birthday of your beautiful country! #canadaday #canada #canada152 #northcottfabric #ohcanada #stonehgeohcanada ///xn9rkaechy","","Hootsuite Inc."
"1226","happy canada day!!cheers!!!!#ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #beer #craftbeer #abbeer #cheers #drinks #party #yyc #britishcolumbia #alberta #saskatchewan #manitoba #ontario ///gunapuuj7m","","Instagram"
"1227","happy canada day!! #ohcanada  ///uo05hg6ajv","","Hootsuite Inc."
"1228"," happy canada day, everyone!!!  we hope you all have a great day celebrating our beautiful country!! #canadaday #ohcanada #canada #novascotia  ///lcxxyamfoz","","Hootsuite Inc."
"1229","happy #canadaday #barrie! were so blessed to live in this great #country of ours what are you doing to #celebrate your #canadian pri today #ohcanada #maincanada #darrrobinson #financialpartner ///izu8ci51ol","","Hootsuite Inc."
"1230","oh canada we stand on guard for thee#canadaday #ohcanada #canadian #musicschool #musicschooltoronto #musiclessons #torontomusicschool#happycanadaday ///yjzj54ozlh","","ContentCal Studio"
"1231"," happy birthday, canada!  #ohcanada #canadaday ///3rsxpue424","","LaterMedia"
"1232","wishing every one of you a wonrful canada day long weekd, and a happy birthday to canada!  #canadaday #ohcanada #canada ///wzwp9iz3j4","","LaterMedia"
"1233","happy birthday, canada! dont celebrate too hard, eh!  #ohcanada #canada #canadaday ///togvwfpujb","","LaterMedia"
"1234","happy canada day! love you canada  and your awesome nd of incredible riding roads - wilrness, beauty - proud and free! #happycanadaday #ohcanada #canadaday  #motoress for #motorcycling ///nydqejuxf9","","Hootsuite Inc."
"1235","happy birthday canada!!!  today i am remind how lucky i am in to call this beautiful country home where is home for you  let me know in the commts below #happycanadaday #canada #ohcanada ///omnrtnkx7z","","Instagram"
"1236","#ohcanada #canadaday #july1 #pinupgirl #happycanadaday ///lto9hco0tm","","Instagram"
"1237","from the greatest of kes, to the greest of gres to the rockiest mountains and everything in betwe happy canada day! #happycanadaday #canada #ohcanada #ohcanada #wethorth @ canada ///mvhmhgqm5v","Canada","Instagram"
"1238","wishing you all a fantastic canada day long weekd! what are you doing to celebrate  #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #longweekd #hsconf #yeg #alberta #health #safety #conferce #wellness #healthandsafety #workpce #healthsafety ///pqnkc2fkch","","SmarterQueue"
"1239","happy canada day! just a reminr we are closed today, but will be back in the office tomorrow #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #alberta #redandwhite #hsconf #yeg #alberta #health #safety #conferce #wellness #healthandsafety ///hs4fatlsb9","","SmarterQueue"
"1240","wishing you all a fantastic canada day long weekd! what are you doing to celebrate  #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #longweekd #pnit#younameitwepnit #yeg#shpk #strathco #stalbert #stonypin #edmonton #trepreur #trepreurlife ///iskv1z1kal","","SmarterQueue"
"1241","happy canada day! just a reminr we are closed today, but will be back in the office tomorrow #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #alberta #redandwhite #pnit#younameitwepnit #yeg #yegevts#evtprofs #evtpnner ///tm2zwp119o","","SmarterQueue"
"1242","happy canada day everyone!!!!celebrate with pri my fellow canadians #canadaday#canadaday2019 #canadaproud #canada152  #truenorthstrongandfree #ohcanada ///whmywdpasf","","Twitter for Android"
"1243","happy canada day everyone!! i feel so blessed, immsely proud and very, very grateful to be canadian #canadaday #canadaproud #canada152 #ohcanada #iamcanadian #truenorthstrongandfree ///tfgkmbnqmq","","Twitter Web Client"
"1244","#happycanadaday  to fellow my canadians !!!#canada #canadaday2019 #exploreon #explorecanada @owowmagicfest @canadasmagic @eloraon #ohcanada #proudcanadian #elorafergus  #discoveron @ctrwellington ///3jf3tzuawt","","Twitter Web App"
"1245","happy #canadaday celebrating by watching some high quality canadian tv shows i think id fit right in #letterkny #ohcanada ///ijgcvt1xk8","","Instagram"
"1246","#ohcanada #proudcanadian #duc employee and proud! ///dcb4l05zpt","","Twitter Web Client"
"1247","the simple things   firemans pancake brunch, saint andrews, new brunswick #canadaday #ohcanada ///vop5kdjm75","Canada","Twitter for iPhone"
"1248","happy #canadaday from mine to yours!  from the firemans pancake breakfast in saint andrews, new brunswick! #ohcanada #wethenorth @cbc @cbcnews ///ussbo2ztjm","Canada","Twitter for iPhone"
"1249","cssic #sorry @timhortons @cbc  firemans pancake brunch, saint andrews, new brunswick #canadaday #ohcanada ///t6lkoqosyy","Canada","Twitter for iPhone"
"1250","happy canada day to all of our canadian rvers! #fmcarv #happycanadaday #ohcanada ///q7dzy93cha","","CoSchedule"
"1251","what a perfect day to d the #canadaday long weekd  mainly sunny  with a high of 28c in #toronto #canadaproud #canada152 #ohcanada ///5skijwbdfz","","TweetDeck"
"1252","happy canada day!  #july1st #truenorthstrongandfree #ohcanada  #canadaproud #canadaday","","Twitter for iPhone"
"1253","#ohcanada #truorth #strongandfree #canadaday #blessedtolivehere #seamlesslifestyles #yql ///z81teeeu1f","","Hootsuite Inc."
"1254","happy canada day from the ldapei family to yours! #ohcanada ///6gepdsexcb","","Hootsuite Inc."
"1255","happy canada day!!! have some ridiculously sized beer  py some stick and puck  be overly fridly to people you just met (not too overly)  and just gerally be awesome #canadaday #happycanadaday #ohcanada  ///el5esktavo","","Twitter for iPhone"
"1256","#canadadayweekd #happycanadaday #ohcanada ##canada152 #canadaday2019 ///b89qtwnqq5","","Twitter for iPhone"
"1257","happy canada day #canada #ohcanada #marijuana #hemp #cannabis ///cmli6welbq","","Hootsuite Inc."
"1258","this photo says so much about why i am proud to be canadian  #ohcanada #canadaday2019 #canadaday #canadaproud #canada #northernontario #lakenipissing #ontario #yoga #kelife ///ls1anj97lu","","Twitter for Android"
"1259","happy canada day weekd! your favourite canada day mini kokakia avaible in store! preorr @ 4164212100 need 24hrs to prepare your orr, avaible in store while quantities st #eastyork #toronto #canada #canadaday #ohcanada #6ix #the6ix #snack #greeksweets #kokakia ///vbldrvnba3","","Twitter for Android"
"1260","happy canada day! we are op until 4pm on today! come and pick-up your favourite canada day mini kokakia at 405 donnds ave! enjoy the celebration! #canadaday #ohcanada #kokakia #greekssert #ssert #canada #proudlycanadian ///eocxkgczsr","Canada","Twitter for Android"
"1261","happy canada day!!! i miss you and i love you #canadaday #ohcanada ///frhhsk1tby","","Twitter for Android"
"1262","happy canada day! our lone oak tree represts the two main pilrs of our brand quality and local for more info, visit ///mrysgqxoy1      #canadaday #ohcanada #craftbeer #craftbrewery #pei #borncarleton #gatewayvilge ///uazqq7pswk","","Twitter for iPhone"
"1263","guyyyyys @hambrgr just posted this maple walnut milkshake on facebook for #canadaday, which comes complete with a nanaimo bar &; butter tarts i cant take advantage of this today, but i fully support anyone who chooses to tackle this #ohcanada #hamont ///eyaza9kpvm","Canada","Twitter for iPhone"
"1264","happy canada day!!#happycanadaday #leroywarn #canadaday #ohcanada #july1st ///cmmwdddw5w","","Twitter Web Client"
"1265","happy canada day  to all my family and frids in the true north strong and free! #ohcanada #canadaday #poutine #molson ///up94m0ucxl","Canada","Twitter for iPhone"
"1266","happy canada day!!!!!!one day canadian ials will permeate the worldand th youll all be sorry!!!         #wethenorth #truenorthstrongandfree #canada #ohcanada #canadaday ///vrccrtpspx","Canada","Instagram"
"1267","96% of international stunts pick canada as their sired pce to study and more watch the vio to know why! the taie family thanks canada for giving us a blessed day, every day! #ohcanada  #canada152 #proudcanadian #taie&lt;3canada ///k9yhoxpqoh","","Twitter Web Client"
"1268","in answer to yer question, i thought it was sunday until i read yer tweet! #ohcanada ///azphtwxaod","","Twitter Web App"
"1269","happy #canadaday so happy that we chose to call this big wonrful country our home#immigrant #immigrantproud #canada #ohcanada # #happybbqday @ toronto, ontario ///vz2q2bjjcy","Canada","Instagram"
"1270","is it still #canadaday i miss you #ohcanada! ///ss0bmleecr","","Twitter for iPhone"
"1271","#ohcanada #happycanadaday ///jjeb9jpzzq","Austria","Twitter for iPhone"
"1272","#happycanadaday #proudcanadian #ohcanada ///n0hmkwkpi4","","Twitter Web Client"
"1273","     #ohcanada #facials #manicure #serhairremoval #ilovecanada ///yjc5ykmujw","","Instagram"
"1274","happy canada day!! have a safe and noise free time with your loved ones! #happycanadayday #ohcanada #canadaday ///lqp4xuj1hx","","Instagram"
"1275","happy canada day!  #ohcanada #canadaday #fuhriousconstruction ///jcghjndipl","","Twitter for iPhone"
"1276","jai  chance  chanter dans  chorale qui interprtera lhymne national sur cette scne  midi! vous pouvez visionner  crmonie  ligne!! #ohcanada #canadaday #parlimt @ceaodls ///lnp5yink38","","Twitter for iPhone"
"1277"," happy canada day! #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #truenorthstrongandfree #celebrate ///oja0u4cw3i","","Twitter for iPhone"
"1278","happy canada day!  # #canada #canadaday #explorecanada #joycanada #ohcanada ///avvskagu4t","","Instagram"
"1279","happy canada day! we are proud to be canadian #supportlocal #proudlycanadian #ohcanada ///grdjldp53l","","Hootsuite Inc."
"1280","please note the #pelham community pool will be open on canada day! join us from 1pm-5pm &; 6-8pm or join us at harold bck park to participate in our canada day celebrations from 3pm-1015pm #ohcanada ///87jag5ldfk","","Hootsuite Inc."
"1281","please note the #pelham community pool will be open today canada day! join us from 1pm-5pm &; 6-8pm or join us at harold bck park to participate in our canada day celebrations from 3pm-1015pm #ohcanada ///v1di2mbkk5","","Hootsuite Inc."
